LAT,LON,EMP_WAC,POP10
37.7793,-122.4560,6,67
37.7812,-122.4515,103,203
37.7238,-122.4306,3,276
37.7211,-122.4294,17,206
37.7195,-122.4306,3,224
37.7207,-122.4286,3,136
37.7263,-122.4756,314,0
37.7264,-122.4211,6,98
37.7288,-122.4200,0,41
37.7238,-122.4240,0,0
37.7176,-122.4310,1,193
37.7098,-122.4307,1,17
37.7085,-122.4298,0,18
37.7844,-122.4186,42,37
37.7822,-122.4148,351,673
37.7909,-122.4064,470,208
37.7855,-122.4036,791,4
37.8102,-122.3688,3,85
37.7488,-122.4479,3,78
37.7649,-122.4389,26,323
37.7242,-122.4703,6,102
37.7263,-122.4604,9,109
37.7430,-122.4977,9,237
37.7392,-122.4985,78,77
37.7769,-122.4926,30,309
37.7749,-122.4946,24,182
37.7750,-122.4924,4,161
37.7751,-122.4914,18,219
37.7770,-122.4893,5,219
37.7792,-122.4831,56,255
37.7581,-122.4953,0,0
37.7899,-122.4222,31,0
37.7742,-122.4205,2,0
37.7777,-122.4162,8,0
37.7781,-122.4155,23,0
37.7761,-122.4181,66,0
37.7843,-122.4211,2,0
37.7852,-122.4264,6,0
37.7712,-122.4242,9,0
37.7872,-122.4040,123,0
37.7782,-122.4014,0,0
37.7747,-122.4069,4,0
37.7712,-122.3954,20,40
37.7784,-122.4299,1,0
37.7727,-122.4373,2,0
37.7715,-122.4062,95,0
37.8018,-122.4553,0,0
37.7993,-122.4618,1,0
37.7985,-122.4714,23,112
37.8029,-122.4680,0,0
37.7917,-122.4697,0,0
37.7992,-122.4454,0,0
37.7991,-122.4418,1,0
37.7997,-122.4369,35,0
37.8049,-122.4372,2,0
37.8059,-122.4411,1,0
37.8057,-122.4431,0,0
37.7973,-122.4112,21,36
37.7972,-122.4122,14,0
37.7942,-122.4102,36,149
37.7926,-122.4228,14,0
37.8000,-122.4243,0,0
37.7964,-122.4178,12,21
37.8052,-122.4277,0,2
37.7089,-122.4316,0,123
37.7346,-122.3744,0,0
37.7377,-122.3768,13,0
37.7526,-122.4029,0,0
37.7745,-122.4056,19,0
37.7922,-122.4781,20,201
37.7082,-122.4351,0,0
37.7086,-122.4156,1,89
37.7085,-122.4053,0,0
37.7601,-122.4440,0,0
37.7883,-122.4742,3,0
37.7806,-122.5110,27,0
37.7562,-122.4741,0,0
37.7551,-122.4701,3,81
37.7516,-122.4636,0,7
37.7693,-122.4689,0,0
37.7658,-122.4691,2,0
37.7659,-122.4680,2,12
37.7621,-122.4678,0,0
37.7522,-122.4625,1,0
37.7576,-122.4420,1,26
37.7668,-122.4299,90,0
37.7692,-122.4104,0,0
37.7699,-122.4177,0,0
37.7579,-122.4246,3,203
37.7634,-122.4268,7,141
37.7639,-122.4252,220,398
37.7691,-122.4140,34,0
37.7516,-122.4032,0,0
37.7620,-122.4063,14,35
37.7537,-122.3913,0,0
37.7546,-122.3920,0,0
37.7679,-122.4052,0,0
37.7509,-122.3881,529,0
37.7534,-122.3883,119,0
37.7806,-122.4745,3,0
37.7889,-122.4732,0,0
37.7829,-122.4394,1,0
37.7811,-122.4390,1,0
37.7820,-122.4392,0,0
37.7844,-122.4320,13,0
37.7850,-122.4313,23,0
37.7894,-122.4407,1,0
37.7876,-122.4403,2,0
37.7847,-122.4303,6,0
37.7830,-122.4309,0,0
37.7869,-122.4706,0,36
37.7705,-122.4675,0,2
37.7100,-122.4121,22,247
37.7498,-122.4721,0,45
37.8023,-122.4559,0,0
37.7735,-122.3927,16,0
37.7087,-122.4853,0,0
37.7419,-122.5112,0,0
37.7329,-122.4216,7,395
37.7120,-122.4666,0,0
37.7010,-122.4180,0,125
37.4300,-122.2052,0,10
37.4344,-122.2006,1,78
37.7004,-122.4164,0,197
37.4814,-122.2839,3,32
37.5377,-122.4388,0,0
37.5055,-122.3354,0,0
37.6641,-122.4841,3,186
37.4611,-122.1475,0,108
37.5730,-122.3847,0,18
37.6670,-122.3955,0,0
37.6698,-122.3930,0,0
37.6519,-122.4897,0,0
37.6456,-122.4869,1,88
37.6297,-122.4355,0,0
37.6088,-122.4331,0,0
37.6113,-122.4341,43,354
37.5560,-122.3008,2587,2
37.5597,-122.2582,0,59
37.5164,-122.2539,0,0
37.4943,-122.3197,0,0
37.4332,-122.4196,0,29
37.3047,-122.2231,0,27
37.2516,-122.3526,0,16
37.4763,-122.1726,44,68
37.6888,-122.4728,17,68
37.6330,-122.4705,80,153
37.6319,-122.4687,81,3
37.6593,-122.4894,2,263
37.4846,-122.2760,13,316
37.7046,-122.4465,16,670
37.7041,-122.4449,0,9
37.6895,-122.4405,0,0
37.6892,-122.4398,0,0
37.6809,-122.4304,0,0
37.6644,-122.3989,0,0
37.6164,-122.4464,0,21
37.5672,-122.4790,0,0
37.5697,-122.4965,0,0
37.5761,-122.5011,0,0
37.4650,-122.2064,0,16
37.4704,-122.1539,0,45
37.3846,-122.2739,0,4
37.5055,-122.1977,0,0
37.4604,-122.4437,15,132
37.6833,-122.4994,0,0
37.1212,-122.3233,21,35
37.2492,-122.2160,0,0
37.4672,-122.2418,26,27
37.4408,-122.2075,2,41
37.4511,-122.1689,240,113
37.6443,-122.3975,1464,0
37.5223,-122.3754,0,0
37.5210,-122.3323,0,85
37.5141,-122.2625,98,0
37.5298,-122.2111,0,0
37.7050,-122.4281,2,176
37.5087,-122.2869,0,0
37.4800,-122.2805,0,142
37.5129,-122.2250,0,0
37.5023,-122.1724,0,0
37.4803,-122.1814,779,0
37.4764,-122.1700,0,63
37.4346,-122.3194,23,11
37.3877,-122.3169,29,25
37.5977,-122.3660,3606,0
37.5627,-122.2914,40,447
37.5586,-122.3069,6,89
37.5693,-122.2966,29,236
37.5679,-122.2863,0,262
37.5343,-122.2812,0,77
37.4397,-122.2764,36,214
37.3078,-122.3073,0,0
37.5643,-122.2584,19,134
37.5189,-122.2755,1,0
37.6856,-122.4603,0,23
37.6721,-122.4145,0,0
37.4161,-122.2586,7,55
37.4298,-122.2400,0,26
37.4256,-122.2442,35,60
37.3070,-122.3946,0,5
37.3709,-122.2965,0,21
37.3507,-122.2883,0,0
37.3313,-122.1999,0,0
37.4761,-122.2529,0,18
37.4752,-122.2522,0,50
37.4886,-122.2876,12,43
37.3883,-122.2704,5,81
37.4935,-122.2951,0,2
37.2878,-122.1954,0,0
37.2787,-122.1652,0,13
37.2738,-122.1665,0,0
37.4811,-122.1604,32,0
37.5696,-122.2614,251,0
37.4447,-122.2581,8,0
37.4390,-122.2296,0,27
37.4643,-122.2223,6,60
37.6055,-122.4020,1,246
37.5945,-122.3988,0,41
37.6078,-122.3927,6,87
37.6367,-122.4683,12,247
37.6338,-122.4638,148,531
37.6737,-122.4541,56,0
37.6626,-122.3836,150,0
37.4578,-122.2360,0,124
37.4606,-122.2264,40,51
37.4695,-122.2167,1,231
37.6347,-122.4664,3,110
37.4395,-122.2074,2,17
37.4580,-122.2764,0,0
37.4462,-122.1829,0,158
37.4382,-122.1850,2,83
37.4495,-122.1703,0,22
37.4210,-122.1948,0,32
37.4003,-122.1948,21,71
37.4630,-122.1629,132,682
37.4674,-122.1247,85,1390
37.5088,-122.2934,4,310
37.5185,-122.2859,368,631
37.4819,-122.2223,10,110
37.4825,-122.2156,354,35
37.4738,-122.2235,243,613
37.4784,-122.1672,1,266
37.4939,-122.1533,0,0
37.6659,-122.4801,34,509
37.6308,-122.4892,0,0
37.6135,-122.4792,0,0
37.5865,-122.4859,1,95
37.5319,-122.5178,2,71
37.6616,-122.4672,0,69
37.6916,-122.4089,71,172
37.6670,-122.4406,0,124
37.6538,-122.4442,0,44
37.6478,-122.4341,0,44
37.6378,-122.4422,1,73
37.6380,-122.4452,30,673
37.6398,-122.4371,0,56
37.6379,-122.4358,0,77
37.6398,-122.4341,1,86
37.3161,-122.2942,0,6
37.2824,-122.2885,0,3
37.2834,-122.1836,0,3
37.5838,-122.4075,0,0
37.5007,-122.4670,22,0
37.6112,-122.4021,13,0
37.4828,-122.2872,17,647
37.5673,-122.3687,286,191
37.5712,-122.3593,7,53
37.5172,-122.4505,0,32
37.5357,-122.3315,1021,0
37.7056,-122.4289,0,9
37.6226,-122.4451,0,16
37.6131,-122.4279,7,684
37.6612,-122.4139,1,54
37.6271,-122.4178,1,40
37.6122,-122.4020,0,127
37.5796,-122.4005,1,114
37.5928,-122.3782,5,229
37.4986,-122.4415,397,262
37.6030,-122.3951,133,0
37.5789,-122.3737,0,10
37.3107,-122.2767,0,18
37.4432,-122.4273,240,7
37.5188,-122.2714,81,0
37.4987,-122.3089,0,0
37.5788,-122.3629,1,24
37.6087,-122.4953,0,0
37.5686,-122.3251,64,64
37.5706,-122.3165,9,171
37.5614,-122.3047,0,73
37.5470,-122.3173,5,22
37.5424,-122.3060,0,27
37.5463,-122.2685,2,40
37.5389,-122.2679,0,22
37.5063,-122.3150,3,89
37.5276,-122.3047,2,63
37.5208,-122.2796,27,28
37.5095,-122.2783,0,7
37.5059,-122.2727,0,13
37.4968,-122.2780,0,36
37.4616,-122.4396,3,124
37.4557,-122.4274,0,181
37.4775,-122.2655,3,170
37.4618,-122.2731,0,58
37.4590,-122.2679,2,63
37.2846,-122.2750,97,59
37.5684,-122.2596,62,408
37.5677,-122.2541,3,104
37.5334,-122.2560,2,283
37.5538,-122.2526,27,865
37.5422,-122.2405,32,113
37.5026,-122.2581,91,130
37.5017,-122.2656,0,25
37.4806,-122.2745,0,27
37.2725,-122.3063,0,9
37.5536,-122.3294,2,46
37.5432,-122.2906,23,0
37.5557,-122.2773,1688,94
37.5188,-122.2943,27,174
37.5127,-122.2909,0,26
37.4663,-122.1560,3,29
37.4772,-122.2582,2,153
37.4536,-122.1745,1,38
37.4747,-122.2785,0,0
37.5823,-122.4995,7,69
37.5820,-122.4051,0,0
37.5468,-122.3321,1,26
37.6991,-122.4121,0,0
37.6705,-122.4518,30,8
37.6676,-122.4489,455,254
37.6407,-122.4345,0,0
37.4652,-122.2571,0,0
37.4571,-122.2598,0,13
37.4740,-122.2500,2,58
37.4750,-122.2544,0,64
37.4659,-122.2721,0,5
37.4740,-122.2165,17,108
37.4797,-122.1561,0,0
37.6043,-122.2436,0,0
37.4670,-122.2318,5,214
37.4746,-122.2578,6,29
37.4699,-122.2606,1,100
37.4705,-122.2599,1,2
37.4720,-122.2573,0,130
37.4712,-122.2558,4,45
37.4691,-122.2547,0,38
37.4682,-122.2317,0,35
37.4631,-122.2605,0,25
37.4608,-122.2533,0,53
37.4579,-122.2576,2,89
37.5558,-122.2479,0,0
37.4558,-122.2566,0,54
37.4562,-122.2546,1,87
37.4457,-122.1949,0,18
37.4618,-122.1890,0,70
37.4370,-122.2102,1,60
37.4357,-122.2075,4,43
37.4338,-122.2079,0,88
37.4347,-122.2047,0,77
37.4434,-122.1928,0,38
37.4429,-122.1876,2,125
37.4331,-122.1984,1,65
37.5836,-122.3589,37,110
37.6467,-122.4508,33,0
37.6402,-122.4526,22,156
37.6384,-122.4526,2,162
37.6331,-122.4468,1,134
37.6334,-122.4477,0,93
37.6637,-122.4409,100,173
37.6606,-122.4407,1496,698
37.6674,-122.4346,0,95
37.6664,-122.4282,1,40
37.6678,-122.4320,0,74
37.6630,-122.4333,14,125
37.6587,-122.4312,3,156
37.6651,-122.4277,1,56
37.6606,-122.4289,0,38
37.6579,-122.4260,0,44
37.6603,-122.4252,0,17
37.5523,-122.3344,0,68
37.4611,-122.1730,0,0
37.5517,-122.3247,3,125
37.5505,-122.3200,0,69
37.5454,-122.3200,0,63
37.5533,-122.3159,92,48
37.5416,-122.3164,0,53
37.5401,-122.3169,1,59
37.5085,-122.3355,0,0
37.7045,-122.5039,0,0
37.2712,-122.2621,0,0
37.2509,-122.3653,0,17
37.2641,-122.3365,0,3
37.2598,-122.3244,12,5
37.2625,-122.2946,0,0
37.3562,-122.2452,0,2
37.4127,-122.2423,3,17
37.4307,-122.1930,102,61
37.4295,-122.1944,2,125
37.4286,-122.1901,0,0
37.4680,-122.1773,3,153
37.4558,-122.1818,96,215
37.4581,-122.1792,0,176
37.4632,-122.1714,2,96
37.4765,-122.1669,0,108
37.4690,-122.1653,7,134
37.4755,-122.1657,0,14
37.4754,-122.1635,1,166
37.4747,-122.1640,0,22
37.4621,-122.1693,0,44
37.6685,-122.4225,0,106
37.6587,-122.4202,0,80
37.6543,-122.4438,0,74
37.6437,-122.4328,0,18
37.6436,-122.4419,8,61
37.6333,-122.4418,1,64
37.6428,-122.4312,2,91
37.6390,-122.4322,0,55
37.6379,-122.4344,0,109
37.6493,-122.4304,29,85
37.6512,-122.4239,0,49
37.6547,-122.4185,2,288
37.4884,-122.3052,0,0
37.5270,-122.3371,0,117
37.5197,-122.3387,22,0
37.5265,-122.3294,0,60
37.5155,-122.3365,0,95
37.5131,-122.3259,0,36
37.5710,-122.3150,0,0
37.4710,-122.2509,10,67
37.4777,-122.2523,2,73
37.4966,-122.2516,0,75
37.5075,-122.2601,1,0
37.4985,-122.2399,301,0
37.6640,-122.4930,0,6
37.5740,-122.3006,0,0
37.6191,-122.4084,5,165
37.5060,-122.4850,0,0
37.5563,-122.3352,1,26
37.5455,-122.2930,14,425
37.5542,-122.2709,0,0
37.5464,-122.2584,9,86
37.5293,-122.2700,95,0
37.4948,-122.4575,13,79
37.4892,-122.2256,0,0
37.4456,-122.1804,0,39
37.4444,-122.1815,2,74
37.4439,-122.1795,5,81
37.4412,-122.1792,19,35
37.4248,-122.2018,0,40
37.4242,-122.2006,2,318
37.4165,-122.1900,0,11
37.4238,-122.1944,105,3
37.4228,-122.1911,0,0
37.4090,-122.1960,1,0
37.4003,-122.1984,2,79
37.3732,-122.2004,0,21
37.3969,-122.2035,0,63
37.4715,-122.1625,0,71
37.4742,-122.1601,0,21
37.4713,-122.1539,1,148
37.4711,-122.1554,0,0
37.6507,-122.4206,0,62
37.6425,-122.4226,412,0
37.6379,-122.4313,0,82
37.6333,-122.4255,401,9
37.6409,-122.4256,58,35
37.6315,-122.4314,0,0
37.6402,-122.4253,0,59
37.5230,-122.2647,450,0
37.6293,-122.4457,1,116
37.5745,-122.4556,0,0
37.5912,-122.4672,0,165
37.6263,-122.4310,1,0
37.7082,-122.4271,0,15
37.6210,-122.4352,12,69
37.6143,-122.4344,0,74
37.6119,-122.4347,15,72
37.6273,-122.4293,12,0
37.5725,-122.3097,1,177
37.5704,-122.3065,0,117
37.5694,-122.3079,2,88
37.5676,-122.3015,10,200
37.5686,-122.3037,5,90
37.5638,-122.3098,9,165
37.5547,-122.3123,49,163
37.5623,-122.3029,4,110
37.5617,-122.3033,2,106
37.5601,-122.2996,1,70
37.5700,-122.2994,0,76
37.5686,-122.2994,5,64
37.5649,-122.3034,1,70
37.5635,-122.2999,2,84
37.5619,-122.2962,53,177
37.5588,-122.2961,0,81
37.2358,-122.4111,2,24
37.1999,-122.3415,0,0
37.2310,-122.3584,0,0
37.4643,-122.1510,0,35
37.4547,-122.1616,0,36
37.4625,-122.1538,1,56
37.4626,-122.1478,6,1063
37.6077,-122.4956,6,0
37.4760,-122.1435,314,0
37.4639,-122.1485,4,53
37.4690,-122.1473,7,252
37.4699,-122.1452,0,73
37.4651,-122.1464,0,169
37.4744,-122.1405,3,113
37.4694,-122.1402,20,348
37.4677,-122.1371,2,282
37.4315,-122.1969,0,12
37.4611,-122.1439,5,273
37.6293,-122.4183,763,0
37.6234,-122.4177,1,200
37.6194,-122.4235,0,59
37.6808,-122.4074,0,19
37.6584,-122.4138,8,47
37.6657,-122.4095,0,99
37.6576,-122.4082,1,151
37.6595,-122.4089,0,59
37.5676,-122.2733,659,0
37.5574,-122.2948,0,62
37.5557,-122.2965,4,55
37.5523,-122.3038,0,0
37.5497,-122.3095,2,75
37.5447,-122.3087,1,120
37.5419,-122.3037,8,271
37.5404,-122.3100,7,85
37.5337,-122.3142,0,46
37.5384,-122.3054,0,80
37.5377,-122.3074,0,36
37.4956,-122.2160,530,1
37.4973,-122.2245,2,54
37.2156,-122.2336,0,0
37.2211,-122.2329,0,0
37.3423,-122.2145,0,10
37.2520,-122.2047,0,12
37.2167,-122.1834,0,0
37.2604,-122.2149,0,0
37.3710,-122.2108,1,63
37.3720,-122.2098,13,41
37.3411,-122.2016,0,0
37.4579,-122.1336,3,67
37.4694,-122.1326,2,572
37.4620,-122.1324,113,140
37.4598,-122.1262,1,75
37.7020,-122.4892,3,90
37.6631,-122.4032,0,40
37.6529,-122.4122,33,135
37.6533,-122.4120,5,93
37.6562,-122.4110,4,51
37.6389,-122.4147,8,129
37.6553,-122.4092,415,23
37.6548,-122.4095,58,7
37.6320,-122.4171,9,163
37.6305,-122.4153,15,74
37.6360,-122.4135,2,23
37.6295,-122.4119,39,121
37.6386,-122.4129,21,25
37.5282,-122.3084,0,69
37.5339,-122.3016,17,390
37.5502,-122.3009,1,66
37.5352,-122.2979,517,343
37.6864,-122.4487,1,53
37.5362,-122.2957,0,0
37.5380,-122.2967,0,0
37.5344,-122.2958,25,244
37.5622,-122.2770,120,0
37.5560,-122.2833,33,6
37.5553,-122.2836,0,0
37.5611,-122.2755,252,0
37.5589,-122.2788,0,0
37.1350,-122.3105,0,10
37.3126,-122.1750,0,0
37.2969,-122.1655,0,0
37.2622,-122.2333,0,0
37.6591,-122.4040,13,0
37.6296,-122.4243,161,0
37.6303,-122.4210,0,0
37.3732,-122.2129,0,1
37.4983,-122.2472,47,6
37.4958,-122.2505,0,26
37.4952,-122.2499,10,42
37.6937,-122.4899,0,96
37.6871,-122.4908,0,184
37.6785,-122.4897,55,0
37.6841,-122.4862,0,80
37.6822,-122.4848,159,150
37.7065,-122.4779,9,186
37.7057,-122.4778,10,177
37.6994,-122.4802,9,465
37.7024,-122.4793,3,105
37.6920,-122.4811,2,61
37.6928,-122.4777,0,145
37.6921,-122.4770,0,133
37.6915,-122.4716,125,0
37.6922,-122.4734,3,261
37.6318,-122.4072,2,108
37.6299,-122.4077,0,133
37.6301,-122.4068,0,129
37.6382,-122.4088,613,0
37.6484,-122.4027,48,0
37.6485,-122.3977,739,1
37.6527,-122.3907,278,0
37.6262,-122.4146,25,0
37.6236,-122.4152,30,175
37.6192,-122.4175,3,122
37.6196,-122.4050,0,0
37.5644,-122.2689,213,0
37.5598,-122.2645,1,130
37.5455,-122.2877,59,0
37.5349,-122.2796,2,48
37.5454,-122.2825,3,358
37.5391,-122.2845,0,82
37.5492,-122.2806,1,338
37.5365,-122.2842,1,83
37.5352,-122.2863,0,77
37.5355,-122.2854,0,113
37.5307,-122.2821,7,120
37.5362,-122.2818,14,71
37.5349,-122.2806,2,45
37.4931,-122.2475,0,35
37.4990,-122.2449,75,0
37.4998,-122.2439,0,0
37.4949,-122.2465,34,10
37.4904,-122.2492,0,57
37.4789,-122.2511,0,0
37.4796,-122.2476,1,67
37.4852,-122.2406,0,115
37.4867,-122.2425,1,156
37.4780,-122.2425,6,57
37.4842,-122.2365,540,0
37.5184,-122.2521,354,0
37.7079,-122.4640,0,14
37.7081,-122.4551,5,11
37.7049,-122.4709,0,0
37.7041,-122.4671,7,239
37.7022,-122.4647,7,318
37.7076,-122.4611,33,221
37.7072,-122.4591,1,144
37.7060,-122.4599,31,188
37.7016,-122.4616,0,46
37.6925,-122.4685,31,247
37.6270,-122.4109,49,1
37.6279,-122.4076,0,103
37.6282,-122.4067,1,97
37.6251,-122.4099,1,113
37.6234,-122.4094,7,245
37.6226,-122.4100,0,141
37.6220,-122.4094,0,16
37.6102,-122.4162,0,19
37.6135,-122.4094,0,30
37.5938,-122.4042,1,112
37.6100,-122.4032,3,102
37.6106,-122.4023,23,0
37.6059,-122.4059,0,47
37.6010,-122.4058,0,23
37.6065,-122.3983,71,0
37.5395,-122.2707,3,28
37.5391,-122.2724,7,89
37.5485,-122.2676,2,167
37.5399,-122.2677,0,110
37.5369,-122.2715,2,77
37.5433,-122.2391,1,145
37.5219,-122.3044,0,13
37.5193,-122.3105,0,131
37.5219,-122.3018,0,72
37.5224,-122.2976,3,99
37.4907,-122.2348,1,50
37.4867,-122.2347,135,0
37.4777,-122.2374,3,52
37.4818,-122.2348,2,169
37.4890,-122.2329,27,2
37.4868,-122.2316,46,0
37.4843,-122.2302,0,0
37.4881,-122.2288,20,27
37.4869,-122.2306,3805,0
37.4870,-122.2297,16,0
37.4841,-122.2313,524,4
37.4826,-122.2342,2,127
37.4793,-122.2320,0,165
37.4839,-122.2276,94,0
37.4771,-122.2291,1,176
37.4788,-122.2288,1,202
37.6888,-122.4647,33,214
37.6923,-122.4630,1,270
37.6907,-122.4619,11,171
37.6888,-122.4627,0,186
37.6850,-122.4624,1,207
37.6855,-122.4589,0,43
37.7075,-122.4532,5,197
37.7048,-122.4543,0,186
37.6988,-122.4508,0,0
37.6094,-122.3945,0,94
37.5892,-122.4129,0,0
37.5867,-122.4103,0,0
37.6009,-122.4028,14,375
37.6018,-122.4044,0,24
37.5928,-122.4060,0,26
37.5998,-122.3958,0,63
37.5988,-122.3987,1,52
37.5916,-122.4063,1,18
37.5901,-122.4001,5,70
37.5795,-122.3968,0,52
37.5906,-122.3948,0,89
37.5890,-122.3927,0,41
37.6077,-122.3925,0,70
37.5279,-122.2900,9,75
37.5277,-122.2859,7,10
37.5240,-122.2898,0,162
37.5163,-122.2963,0,0
37.5125,-122.2982,0,63
37.5112,-122.2873,0,112
37.5121,-122.2931,253,7
37.5101,-122.2922,171,201
37.5106,-122.2906,13,33
37.5233,-122.2878,0,35
37.5244,-122.2830,104,218
37.5213,-122.2786,0,72
37.5264,-122.2772,0,58
37.5195,-122.2797,0,63
37.4819,-122.2259,0,0
37.4790,-122.2266,16,212
37.4841,-122.2222,4,438
37.4811,-122.2229,1,160
37.4798,-122.2228,10,0
37.4876,-122.2156,65,0
37.4862,-122.2164,312,0
37.4888,-122.2101,36,0
37.4800,-122.2120,170,434
37.4779,-122.2122,55,3
37.6913,-122.4535,1,68
37.7079,-122.4435,0,100
37.7077,-122.4355,20,211
37.6994,-122.4204,0,0
37.7072,-122.4373,1,201
37.7059,-122.4356,3,58
37.7051,-122.4355,0,133
37.7066,-122.4297,1,96
37.6900,-122.4171,280,0
37.7041,-122.4157,1,202
37.7043,-122.4165,3,173
37.7056,-122.4140,1,33
37.6756,-122.3850,550,0
37.6840,-122.4022,8,28
37.6822,-122.3984,0,203
37.6845,-122.4041,0,39
37.6001,-122.3915,21,62
37.5992,-122.3903,0,132
37.5987,-122.3911,0,85
37.6001,-122.3813,36,0
37.5970,-122.3873,113,201
37.6005,-122.3823,28,1
37.5919,-122.3831,2040,183
37.5919,-122.3790,2,54
37.5896,-122.3866,0,113
37.6032,-122.3776,94,0
37.6016,-122.3743,379,0
37.5882,-122.3783,35,12
37.5805,-122.3767,0,60
37.5180,-122.2675,14,0
37.5153,-122.2704,34,43
37.5099,-122.2743,1,87
37.5063,-122.2704,0,100
37.5054,-122.2707,1,29
37.5086,-122.2668,2,270
37.5110,-122.2657,97,0
37.5041,-122.2661,3,80
37.5011,-122.2727,0,74
37.5005,-122.2755,3,82
37.4389,-122.2135,0,10
37.4632,-122.2197,1,58
37.4974,-122.2645,2,80
37.4907,-122.2672,1,42
37.4863,-122.2219,113,300
37.4825,-122.2046,83,213
37.4857,-122.1876,89,0
37.4826,-122.2018,14,1
37.4832,-122.2005,2,86
37.4793,-122.1953,0,68
37.4809,-122.1917,3,178
37.4839,-122.1847,1,409
37.6737,-122.4822,0,182
37.6628,-122.4878,42,157
37.6726,-122.4806,4,250
37.5853,-122.3673,48,240
37.5866,-122.3661,50,107
37.5836,-122.3680,6,66
37.4928,-122.3813,0,0
37.5086,-122.4670,0,49
37.5039,-122.4646,4,47
37.5011,-122.4664,0,10
37.5022,-122.4670,1,55
37.4951,-122.4546,0,8
37.4796,-122.4431,6,0
37.4900,-122.4527,0,16
37.4825,-122.4380,0,23
37.5745,-122.3969,2,43
37.5755,-122.3953,18,83
37.4732,-122.2708,0,28
37.4879,-122.2684,2,17
37.4671,-122.4313,9,21
37.4654,-122.4318,102,19
37.4604,-122.4399,0,28
37.4572,-122.4401,1,36
37.4555,-122.4396,1,37
37.4542,-122.4376,10,57
37.4544,-122.4311,3,61
37.4545,-122.4354,0,47
37.4332,-122.4323,6,115
37.4501,-122.3958,0,0
37.4790,-122.1603,8,47
37.4777,-122.1650,0,70
37.4778,-122.1666,2,114
37.5726,-122.3936,2,46
37.4778,-122.1539,0,270
37.4770,-122.1381,50,146
37.4753,-122.2491,0,91
37.4742,-122.2469,0,57
37.4734,-122.2393,0,8
37.6717,-122.4710,580,0
37.6655,-122.4825,4,151
37.6674,-122.4763,452,0
37.6568,-122.4765,1,169
37.6555,-122.4764,1,145
37.6617,-122.4739,4,246
37.6581,-122.4719,1,224
37.6529,-122.4898,0,0
37.6503,-122.4921,31,116
37.6453,-122.4894,0,42
37.6362,-122.4912,0,43
37.6343,-122.4911,5,55
37.5743,-122.3873,4,25
37.5784,-122.3799,0,21
37.5577,-122.3719,145,88
37.5605,-122.3601,0,11
37.5473,-122.3679,0,67
37.4695,-122.4118,0,51
37.5933,-122.3681,451,0
37.5879,-122.3604,48,674
37.5854,-122.3638,72,182
37.4675,-122.2914,0,0
37.4591,-122.2892,0,0
37.4365,-122.3015,0,5
37.4314,-122.2861,0,42
37.4744,-122.2744,0,20
37.4624,-122.2429,0,30
37.4621,-122.2405,5,63
37.4561,-122.2404,30,166
37.4140,-122.2420,11,5
37.4764,-122.2389,2,59
37.4751,-122.2355,0,105
37.4730,-122.2344,0,33
37.4661,-122.2367,0,57
37.4663,-122.2341,1,45
37.4761,-122.2322,7,37
37.4761,-122.2303,0,220
37.6319,-122.4911,15,72
37.6346,-122.4900,0,0
37.6200,-122.4855,0,24
37.5810,-122.4947,0,0
37.5924,-122.5025,0,53
37.5910,-122.4956,0,96
37.6303,-122.4897,0,0
37.6297,-122.4884,0,8
37.5827,-122.3623,0,87
37.5825,-122.3607,1,217
37.5802,-122.3434,44,47
37.5881,-122.3445,0,0
37.5855,-122.3396,0,70
37.5813,-122.3415,6,87
37.5851,-122.3384,7,51
37.5826,-122.3363,2,66
37.5854,-122.3356,3,70
37.5784,-122.3353,32,285
37.4513,-122.2722,1,13
37.4588,-122.2651,0,66
37.4633,-122.4413,0,13
37.4344,-122.2859,1,5
37.4227,-122.2731,2,36
37.4242,-122.2704,10,40
37.4160,-122.2678,0,21
37.3199,-122.3371,0,1
37.2610,-122.3317,0,0
37.3209,-122.2754,0,15
37.4673,-122.2262,34,295
37.4580,-122.2301,0,41
37.4518,-122.2352,0,52
37.4525,-122.2329,0,38
37.4545,-122.2266,0,53
37.4783,-122.2216,7,8
37.4775,-122.2221,10,0
37.4710,-122.2238,17,42
37.6110,-122.4775,0,50
37.6100,-122.4727,0,11
37.5849,-122.4900,1,54
37.5446,-122.5128,0,15
37.5412,-122.5161,0,0
37.5368,-122.5117,26,536
37.5305,-122.5143,0,51
37.5310,-122.5136,14,35
37.5428,-122.5060,0,99
37.5804,-122.3157,0,64
37.5607,-122.3611,34,132
37.5777,-122.3562,112,6
37.5786,-122.3576,4,215
37.5737,-122.3565,68,28
37.5638,-122.3569,5,151
37.5775,-122.3497,247,11
37.5737,-122.3498,1,30
37.5664,-122.3537,3,28
37.5673,-122.3525,1,60
37.5671,-122.3489,30,72
37.5763,-122.3455,301,41
37.5769,-122.3445,82,180
37.5786,-122.3421,45,0
37.5763,-122.3421,4,220
37.5671,-122.3475,2,44
37.5706,-122.3427,3,68
37.5622,-122.3515,0,23
37.2793,-122.2858,0,0
37.3217,-122.2712,0,13
37.3199,-122.2701,0,60
37.3204,-122.2676,1,63
37.3207,-122.2643,0,23
37.5701,-122.2632,3,330
37.5593,-122.2632,0,43
37.5604,-122.2621,0,31
37.5583,-122.2570,3,133
37.4689,-122.2321,0,1
37.4740,-122.2145,0,162
